Fecha,Producto,Categoria,Canal,Precio_Unitario,Costo_Unitario,Cantidad
2024-06-18,Arroz 1kg,Alimentos,Supermercado,5500,4200,94
2024-06-18,Shampoo,Higiene,Mayorista,15000,11000,100
2024-06-18,Shampoo,Higiene,Mayorista,15000,11000,59
2024-06-18,Shampoo,Higiene,Mayorista,15000,11000,106
2024-06-18,Shampoo,Higiene,Supermercado,15000,11000,162
2024-06-18,Arroz 1kg,Alimentos,Supermercado,5500,4200,109
2024-06-18,Shampoo,Higiene,Almacen,15000,11000,111
2024-06-18,Detergente,Limpieza,Almacen,7000,5000,183
2024-06-19,Aceite 900ml,Alimentos,Mayorista,12000,9500,122
2024-06-19,Lavandina,Limpieza,Almacen,4500,3000,45
2024-06-19,Lavandina,Limpieza,Mayorista,4500,3000,168
2024-06-19,Arroz 1kg,Alimentos,Almacen,5500,4200,106
2024-06-19,Arroz 1kg,Alimentos,Mayorista,5500,4200,109
2024-06-19,Papel Higienico,Higiene,Supermercado,18000,13000,105
2024-06-19,Shampoo,Higiene,Mayorista,15000,11000,171
2024-06-19,Aceite 900ml,Alimentos,Supermercado,12000,9500,61
2024-06-20,Shampoo,Higiene,Mayorista,15000,11000,199
2024-06-20,Detergente,Limpieza,Mayorista,7000,5000,101
2024-06-20,Detergente,Limpieza,Supermercado,7000,5000,102
2024-06-20,Detergente,Limpieza,Supermercado,7000,5000,65
2024-06-20,Lavandina,Limpieza,Supermercado,4500,3000,118
2024-06-20,Aceite 900ml,Alimentos,Supermercado,12000,9500,165
2024-06-20,Papel Higienico,Higiene,Almacen,18000,13000,139
2024-06-21,Galletitas,Alimentos,Mayorista,5000,3500,184
2024-06-21,Lavandina,Limpieza,Supermercado,4500,3000,81
2024-06-21,Aceite 900ml,Alimentos,Mayorista,12000,9500,106
2024-06-21,Lavandina,Limpieza,Supermercado,4500,3000,156
2024-06-21,Detergente,Limpieza,Almacen,7000,5000,183
2024-06-21,Lavandina,Limpieza,Almacen,4500,3000,93
2024-06-22,Lavandina,Limpieza,Mayorista,4500,3000,140
2024-06-22,Shampoo,Higiene,Mayorista,15000,11000,161
2024-06-22,Papel Higienico,Higiene,Mayorista,18000,13000,136
2024-06-22,Aceite 900ml,Alimentos,Supermercado,12000,9500,161
2024-06-22,Papel Higienico,Higiene,Supermercado,18000,13000,34
2024-06-23,Aceite 900ml,Alimentos,Mayorista,12000,9500,186
2024-06-23,Arroz 1kg,Alimentos,Mayorista,5500,4200,163
2024-06-23,Arroz 1kg,Alimentos,Mayorista,5500,4200,71
2024-06-23,Papel Higienico,Higiene,Supermercado,18000,13000,17
2024-06-23,Lavandina,Limpieza,Supermercado,4500,3000,169
2024-06-23,Aceite 900ml,Alimentos,Supermercado,12000,9500,22
2024-06-24,Shampoo,Higiene,Almacen,15000,11000,76
2024-06-24,Detergente,Limpieza,Supermercado,7000,5000,16
2024-06-24,Shampoo,Higiene,Mayorista,15000,11000,89
2024-06-24,Arroz 1kg,Alimentos,Almacen,5500,4200,193
2024-06-24,Arroz 1kg,Alimentos,Mayorista,5500,4200,115
2024-06-24,Lavandina,Limpieza,Almacen,4500,3000,141
2024-06-25,Galletitas,Alimentos,Supermercado,5000,3500,157
2024-06-25,Shampoo,Higiene,Supermercado,15000,11000,122
2024-06-25,Detergente,Limpieza,Supermercado,7000,5000,19
2024-06-25,Shampoo,Higiene,Supermercado,15000,11000,85
2024-06-25,Shampoo,Higiene,Mayorista,15000,11000,187
2024-06-25,Lavandina,Limpieza,Mayorista,4500,3000,40
2024-06-25,Lavandina,Limpieza,Mayorista,4500,3000,176
2024-06-25,Papel Higienico,Higiene,Mayorista,18000,13000,101
2024-06-26,Aceite 900ml,Alimentos,Supermercado,12000,9500,194
2024-06-26,Papel Higienico,Higiene,Supermercado,18000,13000,75
2024-06-26,Detergente,Limpieza,Almacen,7000,5000,118
2024-06-26,Galletitas,Alimentos,Mayorista,5000,3500,18
2024-06-26,Arroz 1kg,Alimentos,Almacen,5500,4200,101
2024-06-26,Detergente,Limpieza,Supermercado,7000,5000,180
2024-06-26,Lavandina,Limpieza,Supermercado,4500,3000,99
2024-06-26,Detergente,Limpieza,Mayorista,7000,5000,53
2024-06-27,Shampoo,Higiene,Supermercado,15000,11000,11
2024-06-27,Galletitas,Alimentos,Supermercado,5000,3500,167
2024-06-27,Papel Higienico,Higiene,Almacen,18000,13000,73
2024-06-27,Detergente,Limpieza,Mayorista,7000,5000,46
2024-06-27,Arroz 1kg,Alimentos,Mayorista,5500,4200,83
2024-06-28,Detergente,Limpieza,Almacen,7000,5000,96
2024-06-28,Galletitas,Alimentos,Supermercado,5000,3500,179
2024-06-28,Arroz 1kg,Alimentos,Supermercado,5500,4200,190
2024-06-28,Detergente,Limpieza,Almacen,7000,5000,196
2024-06-28,Lavandina,Limpieza,Mayorista,4500,3000,178
2024-06-28,Lavandina,Limpieza,Supermercado,4500,3000,143
2024-06-28,Aceite 900ml,Alimentos,Almacen,12000,9500,170
2024-06-28,Papel Higienico,Higiene,Mayorista,18000,13000,138
2024-06-28,Galletitas,Alimentos,Supermercado,5000,3500,144
2024-06-28,Aceite 900ml,Alimentos,Supermercado,12000,9500,86
2024-06-28,Papel Higienico,Higiene,Almacen,18000,13000,27
2024-06-28,Aceite 900ml,Alimentos,Supermercado,12000,9500,196
2024-06-29,Arroz 1kg,Alimentos,Almacen,5500,4200,144
2024-06-29,Papel Higienico,Higiene,Almacen,18000,13000,29
2024-06-29,Galletitas,Alimentos,Almacen,5000,3500,24
2024-06-29,Galletitas,Alimentos,Almacen,5000,3500,77
2024-06-29,Detergente,Limpieza,Supermercado,7000,5000,21
2024-06-29,Papel Higienico,Higiene,Almacen,18000,13000,175
2024-06-29,Shampoo,Higiene,Mayorista,15000,11000,97
2024-06-29,Papel Higienico,Higiene,Almacen,18000,13000,83
2024-06-29,Aceite 900ml,Alimentos,Supermercado,12000,9500,66
2024-06-30,Shampoo,Higiene,Supermercado,15000,11000,130
2024-06-30,Aceite 900ml,Alimentos,Supermercado,12000,9500,71
2024-06-30,Arroz 1kg,Alimentos,Supermercado,5500,4200,81
2024-06-30,Shampoo,Higiene,Mayorista,15000,11000,196
2024-06-30,Lavandina,Limpieza,Mayorista,4500,3000,165
2024-06-30,Lavandina,Limpieza,Supermercado,4500,3000,193
2024-06-30,Shampoo,Higiene,Supermercado,15000,11000,21
2024-06-30,Galletitas,Alimentos,Almacen,5000,3500,47
2024-06-30,Papel Higienico,Higiene,Mayorista,18000,13000,179
2024-06-30,Papel Higienico,Higiene,Almacen,18000,13000,176
2024-06-30,Detergente,Limpieza,Mayorista,7000,5000,154
2024-06-30,Papel Higienico,Higiene,Mayorista,18000,13000,154
2024-07-01,Galletitas,Alimentos,Almacen,5000,3500,62
2024-07-01,Lavandina,Limpieza,Supermercado,4500,3000,198
2024-07-01,Lavandina,Limpieza,Mayorista,4500,3000,169
2024-07-01,Galletitas,Alimentos,Almacen,5000,3500,98
2024-07-01,Detergente,Limpieza,Supermercado,7000,5000,25
2024-07-01,Galletitas,Alimentos,Mayorista,5000,3500,79
2024-07-01,Lavandina,Limpieza,Mayorista,4500,3000,106
2024-07-01,Shampoo,Higiene,Supermercado,15000,11000,145
2024-07-01,Papel Higienico,Higiene,Mayorista,18000,13000,39
2024-07-01,Arroz 1kg,Alimentos,Supermercado,5500,4200,156
2024-07-01,Galletitas,Alimentos,Almacen,5000,3500,57
2024-07-01,Papel Higienico,Higiene,Supermercado,18000,13000,56
2024-07-02,Arroz 1kg,Alimentos,Supermercado,5500,4200,165
2024-07-02,Arroz 1kg,Alimentos,Mayorista,5500,4200,134
2024-07-02,Shampoo,Higiene,Supermercado,15000,11000,20
2024-07-02,Aceite 900ml,Alimentos,Supermercado,12000,9500,22
2024-07-02,Galletitas,Alimentos,Supermercado,5000,3500,102
2024-07-02,Arroz 1kg,Alimentos,Mayorista,5500,4200,87
2024-07-02,Lavandina,Limpieza,Almacen,4500,3000,130
2024-07-02,Arroz 1kg,Alimentos,Supermercado,5500,4200,38
2024-07-02,Galletitas,Alimentos,Almacen,5000,3500,44
2024-07-03,Galletitas,Alimentos,Almacen,5000,3500,61
2024-07-03,Lavandina,Limpieza,Supermercado,4500,3000,108
2024-07-03,Lavandina,Limpieza,Almacen,4500,3000,162
2024-07-03,Lavandina,Limpieza,Almacen,4500,3000,84
2024-07-03,Arroz 1kg,Alimentos,Mayorista,5500,4200,139
2024-07-03,Papel Higienico,Higiene,Mayorista,18000,13000,70
2024-07-03,Detergente,Limpieza,Almacen,7000,5000,41
2024-07-03,Papel Higienico,Higiene,Supermercado,18000,13000,62
2024-07-03,Galletitas,Alimentos,Mayorista,5000,3500,15
2024-07-04,Shampoo,Higiene,Mayorista,15000,11000,175
2024-07-04,Lavandina,Limpieza,Supermercado,4500,3000,50
2024-07-04,Aceite 900ml,Alimentos,Supermercado,12000,9500,16
2024-07-04,Aceite 900ml,Alimentos,Mayorista,12000,9500,123
2024-07-04,Lavandina,Limpieza,Almacen,4500,3000,31
2024-07-04,Lavandina,Limpieza,Mayorista,4500,3000,102
2024-07-04,Papel Higienico,Higiene,Mayorista,18000,13000,150
2024-07-05,Aceite 900ml,Alimentos,Mayorista,12000,9500,81
2024-07-05,Detergente,Limpieza,Supermercado,7000,5000,22
2024-07-05,Lavandina,Limpieza,Supermercado,4500,3000,145
2024-07-05,Aceite 900ml,Alimentos,Mayorista,12000,9500,31
2024-07-05,Galletitas,Alimentos,Supermercado,5000,3500,84
2024-07-05,Galletitas,Alimentos,Almacen,5000,3500,198
2024-07-05,Aceite 900ml,Alimentos,Mayorista,12000,9500,30
2024-07-05,Aceite 900ml,Alimentos,Mayorista,12000,9500,92
2024-07-05,Galletitas,Alimentos,Supermercado,5000,3500,75
2024-07-05,Aceite 900ml,Alimentos,Mayorista,12000,9500,173
2024-07-05,Papel Higienico,Higiene,Supermercado,18000,13000,105
2024-07-05,Detergente,Limpieza,Supermercado,7000,5000,138
2024-07-06,Galletitas,Alimentos,Mayorista,5000,3500,57
2024-07-06,Galletitas,Alimentos,Supermercado,5000,3500,196
2024-07-06,Arroz 1kg,Alimentos,Almacen,5500,4200,85
2024-07-06,Galletitas,Alimentos,Supermercado,5000,3500,29
2024-07-06,Detergente,Limpieza,Almacen,7000,5000,87
2024-07-06,Aceite 900ml,Alimentos,Mayorista,12000,9500,173
2024-07-06,Detergente,Limpieza,Mayorista,7000,5000,68
2024-07-06,Galletitas,Alimentos,Supermercado,5000,3500,128
2024-07-06,Galletitas,Alimentos,Supermercado,5000,3500,89
2024-07-06,Lavandina,Limpieza,Almacen,4500,3000,26
2024-07-06,Shampoo,Higiene,Supermercado,15000,11000,92
2024-07-07,Galletitas,Alimentos,Mayorista,5000,3500,173
2024-07-07,Detergente,Limpieza,Mayorista,7000,5000,122
2024-07-07,Shampoo,Higiene,Mayorista,15000,11000,200
2024-07-07,Galletitas,Alimentos,Mayorista,5000,3500,137
2024-07-07,Arroz 1kg,Alimentos,Almacen,5500,4200,64
2024-07-07,Arroz 1kg,Alimentos,Almacen,5500,4200,57
2024-07-08,Shampoo,Higiene,Supermercado,15000,11000,81
2024-07-08,Detergente,Limpieza,Mayorista,7000,5000,184
2024-07-08,Shampoo,Higiene,Almacen,15000,11000,133
2024-07-08,Detergente,Limpieza,Mayorista,7000,5000,173
2024-07-08,Lavandina,Limpieza,Mayorista,4500,3000,16
2024-07-08,Papel Higienico,Higiene,Mayorista,18000,13000,125
2024-07-08,Papel Higienico,Higiene,Mayorista,18000,13000,137
2024-07-08,Shampoo,Higiene,Mayorista,15000,11000,45
2024-07-09,Galletitas,Alimentos,Supermercado,5000,3500,16
2024-07-09,Aceite 900ml,Alimentos,Almacen,12000,9500,102
2024-07-09,Galletitas,Alimentos,Mayorista,5000,3500,175
2024-07-09,Arroz 1kg,Alimentos,Mayorista,5500,4200,171
2024-07-09,Galletitas,Alimentos,Supermercado,5000,3500,127
2024-07-10,Arroz 1kg,Alimentos,Almacen,5500,4200,93
2024-07-10,Shampoo,Higiene,Supermercado,15000,11000,188
2024-07-10,Detergente,Limpieza,Supermercado,7000,5000,32
2024-07-10,Papel Higienico,Higiene,Almacen,18000,13000,10
2024-07-10,Aceite 900ml,Alimentos,Mayorista,12000,9500,97
2024-07-10,Arroz 1kg,Alimentos,Almacen,5500,4200,26
2024-07-10,Shampoo,Higiene,Mayorista,15000,11000,194
2024-07-10,Papel Higienico,Higiene,Almacen,18000,13000,151
2024-07-10,Arroz 1kg,Alimentos,Supermercado,5500,4200,65
2024-07-11,Lavandina,Limpieza,Mayorista,4500,3000,80
2024-07-11,Arroz 1kg,Alimentos,Supermercado,5500,4200,172
2024-07-11,Lavandina,Limpieza,Almacen,4500,3000,124
2024-07-11,Lavandina,Limpieza,Almacen,4500,3000,91
2024-07-11,Shampoo,Higiene,Supermercado,15000,11000,145
2024-07-11,Shampoo,Higiene,Almacen,15000,11000,198
2024-07-11,Galletitas,Alimentos,Almacen,5000,3500,36
2024-07-11,Arroz 1kg,Alimentos,Mayorista,5500,4200,43
2024-07-11,Lavandina,Limpieza,Almacen,4500,3000,125
2024-07-12,Detergente,Limpieza,Supermercado,7000,5000,60
2024-07-12,Papel Higienico,Higiene,Almacen,18000,13000,24
2024-07-12,Papel Higienico,Higiene,Almacen,18000,13000,59
2024-07-12,Detergente,Limpieza,Supermercado,7000,5000,41
2024-07-12,Papel Higienico,Higiene,Supermercado,18000,13000,31
2024-07-12,Shampoo,Higiene,Almacen,15000,11000,108
2024-07-12,Detergente,Limpieza,Almacen,7000,5000,55
2024-07-12,Lavandina,Limpieza,Supermercado,4500,3000,158
2024-07-12,Arroz 1kg,Alimentos,Supermercado,5500,4200,46
2024-07-12,Shampoo,Higiene,Supermercado,15000,11000,89
2024-07-12,Galletitas,Alimentos,Almacen,5000,3500,111
2024-07-13,Arroz 1kg,Alimentos,Almacen,5500,4200,148
2024-07-13,Aceite 900ml,Alimentos,Supermercado,12000,9500,97
2024-07-13,Arroz 1kg,Alimentos,Mayorista,5500,4200,113
2024-07-13,Detergente,Limpieza,Mayorista,7000,5000,92
2024-07-13,Aceite 900ml,Alimentos,Mayorista,12000,9500,22
2024-07-13,Detergente,Limpieza,Mayorista,7000,5000,67
2024-07-13,Papel Higienico,Higiene,Mayorista,18000,13000,100
2024-07-13,Arroz 1kg,Alimentos,Mayorista,5500,4200,82
2024-07-13,Detergente,Limpieza,Almacen,7000,5000,136
2024-07-14,Shampoo,Higiene,Almacen,15000,11000,152
2024-07-14,Arroz 1kg,Alimentos,Supermercado,5500,4200,141
2024-07-14,Lavandina,Limpieza,Supermercado,4500,3000,89
2024-07-14,Shampoo,Higiene,Almacen,15000,11000,118
2024-07-14,Aceite 900ml,Alimentos,Mayorista,12000,9500,27
2024-07-14,Lavandina,Limpieza,Almacen,4500,3000,19
2024-07-14,Galletitas,Alimentos,Mayorista,5000,3500,143
2024-07-14,Aceite 900ml,Alimentos,Mayorista,12000,9500,84
2024-07-15,Lavandina,Limpieza,Supermercado,4500,3000,133
2024-07-15,Papel Higienico,Higiene,Almacen,18000,13000,123
2024-07-15,Papel Higienico,Higiene,Supermercado,18000,13000,104
2024-07-15,Aceite 900ml,Alimentos,Almacen,12000,9500,200
2024-07-15,Aceite 900ml,Alimentos,Supermercado,12000,9500,91
2024-07-15,Papel Higienico,Higiene,Mayorista,18000,13000,151
2024-07-15,Lavandina,Limpieza,Mayorista,4500,3000,73
2024-07-16,Galletitas,Alimentos,Mayorista,5000,3500,40
2024-07-16,Papel Higienico,Higiene,Almacen,18000,13000,84
2024-07-16,Detergente,Limpieza,Almacen,7000,5000,75
2024-07-16,Aceite 900ml,Alimentos,Supermercado,12000,9500,151
2024-07-16,Arroz 1kg,Alimentos,Almacen,5500,4200,23
2024-07-16,Shampoo,Higiene,Almacen,15000,11000,116
2024-07-17,Detergente,Limpieza,Supermercado,7000,5000,88
2024-07-17,Detergente,Limpieza,Mayorista,7000,5000,173
2024-07-17,Lavandina,Limpieza,Supermercado,4500,3000,139
2024-07-17,Arroz 1kg,Alimentos,Supermercado,5500,4200,138
2024-07-17,Detergente,Limpieza,Almacen,7000,5000,151
2024-07-17,Aceite 900ml,Alimentos,Almacen,12000,9500,165
2024-07-17,Lavandina,Limpieza,Almacen,4500,3000,200
2024-07-17,Arroz 1kg,Alimentos,Almacen,5500,4200,200
2024-07-17,Aceite 900ml,Alimentos,Supermercado,12000,9500,38
2024-07-18,Detergente,Limpieza,Supermercado,7000,5000,67
2024-07-18,Lavandina,Limpieza,Supermercado,4500,3000,141
2024-07-18,Papel Higienico,Higiene,Almacen,18000,13000,42
2024-07-18,Lavandina,Limpieza,Supermercado,4500,3000,52
2024-07-18,Lavandina,Limpieza,Mayorista,4500,3000,111
2024-07-18,Detergente,Limpieza,Mayorista,7000,5000,170
2024-07-18,Shampoo,Higiene,Supermercado,15000,11000,44
2024-07-18,Shampoo,Higiene,Mayorista,15000,11000,114
2024-07-18,Galletitas,Alimentos,Supermercado,5000,3500,85
2024-07-18,Papel Higienico,Higiene,Almacen,18000,13000,84
2024-07-19,Lavandina,Limpieza,Supermercado,4500,3000,143
2024-07-19,Detergente,Limpieza,Mayorista,7000,5000,72
2024-07-19,Shampoo,Higiene,Mayorista,15000,11000,134
2024-07-19,Papel Higienico,Higiene,Mayorista,18000,13000,56
2024-07-19,Arroz 1kg,Alimentos,Almacen,5500,4200,63
2024-07-19,Shampoo,Higiene,Almacen,15000,11000,131
2024-07-19,Arroz 1kg,Alimentos,Almacen,5500,4200,43
2024-07-19,Shampoo,Higiene,Mayorista,15000,11000,108
2024-07-19,Shampoo,Higiene,Almacen,15000,11000,35
2024-07-19,Galletitas,Alimentos,Supermercado,5000,3500,116
2024-07-20,Aceite 900ml,Alimentos,Almacen,12000,9500,149
2024-07-20,Aceite 900ml,Alimentos,Almacen,12000,9500,134
2024-07-20,Lavandina,Limpieza,Almacen,4500,3000,169
2024-07-20,Papel Higienico,Higiene,Supermercado,18000,13000,194
2024-07-20,Detergente,Limpieza,Almacen,7000,5000,73
2024-07-21,Aceite 900ml,Alimentos,Supermercado,12000,9500,13
2024-07-21,Galletitas,Alimentos,Supermercado,5000,3500,104
2024-07-21,Detergente,Limpieza,Supermercado,7000,5000,174
2024-07-21,Papel Higienico,Higiene,Supermercado,18000,13000,199
2024-07-21,Aceite 900ml,Alimentos,Mayorista,12000,9500,145
2024-07-21,Detergente,Limpieza,Supermercado,7000,5000,126
2024-07-21,Aceite 900ml,Alimentos,Almacen,12000,9500,31
2024-07-22,Aceite 900ml,Alimentos,Mayorista,12000,9500,104
2024-07-22,Galletitas,Alimentos,Mayorista,5000,3500,186
2024-07-22,Lavandina,Limpieza,Almacen,4500,3000,102
2024-07-22,Arroz 1kg,Alimentos,Almacen,5500,4200,29
2024-07-22,Papel Higienico,Higiene,Mayorista,18000,13000,135
2024-07-22,Papel Higienico,Higiene,Mayorista,18000,13000,52
2024-07-22,Papel Higienico,Higiene,Mayorista,18000,13000,23
2024-07-22,Galletitas,Alimentos,Mayorista,5000,3500,163
2024-07-22,Arroz 1kg,Alimentos,Mayorista,5500,4200,57
2024-07-22,Aceite 900ml,Alimentos,Mayorista,12000,9500,160
2024-07-22,Lavandina,Limpieza,Mayorista,4500,3000,98
2024-07-22,Detergente,Limpieza,Supermercado,7000,5000,123
2024-07-23,Aceite 900ml,Alimentos,Supermercado,12000,9500,52
2024-07-23,Aceite 900ml,Alimentos,Mayorista,12000,9500,123
2024-07-23,Detergente,Limpieza,Almacen,7000,5000,192
2024-07-23,Galletitas,Alimentos,Almacen,5000,3500,154
2024-07-23,Papel Higienico,Higiene,Supermercado,18000,13000,153
2024-07-23,Papel Higienico,Higiene,Mayorista,18000,13000,65
2024-07-23,Detergente,Limpieza,Supermercado,7000,5000,22
2024-07-23,Lavandina,Limpieza,Almacen,4500,3000,144
2024-07-23,Lavandina,Limpieza,Mayorista,4500,3000,166
2024-07-23,Detergente,Limpieza,Almacen,7000,5000,17
2024-07-23,Galletitas,Alimentos,Almacen,5000,3500,174
2024-07-24,Detergente,Limpieza,Supermercado,7000,5000,175
2024-07-24,Aceite 900ml,Alimentos,Supermercado,12000,9500,177
2024-07-24,Detergente,Limpieza,Almacen,7000,5000,137
2024-07-24,Galletitas,Alimentos,Almacen,5000,3500,157
2024-07-24,Detergente,Limpieza,Almacen,7000,5000,81
2024-07-24,Shampoo,Higiene,Supermercado,15000,11000,82
2024-07-24,Papel Higienico,Higiene,Almacen,18000,13000,161
2024-07-24,Arroz 1kg,Alimentos,Almacen,5500,4200,97
2024-07-24,Papel Higienico,Higiene,Almacen,18000,13000,41
2024-07-25,Detergente,Limpieza,Almacen,7000,5000,104
2024-07-25,Detergente,Limpieza,Supermercado,7000,5000,108
2024-07-25,Galletitas,Alimentos,Almacen,5000,3500,87
2024-07-25,Galletitas,Alimentos,Almacen,5000,3500,134
2024-07-25,Arroz 1kg,Alimentos,Almacen,5500,4200,155
2024-07-25,Lavandina,Limpieza,Mayorista,4500,3000,99
2024-07-26,Papel Higienico,Higiene,Mayorista,18000,13000,45
2024-07-26,Shampoo,Higiene,Mayorista,15000,11000,25
2024-07-26,Aceite 900ml,Alimentos,Supermercado,12000,9500,59
2024-07-26,Lavandina,Limpieza,Almacen,4500,3000,195
2024-07-26,Detergente,Limpieza,Supermercado,7000,5000,19
2024-07-26,Arroz 1kg,Alimentos,Supermercado,5500,4200,153
2024-07-26,Aceite 900ml,Alimentos,Almacen,12000,9500,45
2024-07-27,Aceite 900ml,Alimentos,Almacen,12000,9500,37
2024-07-27,Lavandina,Limpieza,Almacen,4500,3000,90
2024-07-27,Papel Higienico,Higiene,Almacen,18000,13000,84
2024-07-27,Shampoo,Higiene,Almacen,15000,11000,100
2024-07-27,Shampoo,Higiene,Mayorista,15000,11000,106
2024-07-27,Papel Higienico,Higiene,Supermercado,18000,13000,71
2024-07-27,Aceite 900ml,Alimentos,Mayorista,12000,9500,26
2024-07-27,Aceite 900ml,Alimentos,Supermercado,12000,9500,114
2024-07-27,Arroz 1kg,Alimentos,Supermercado,5500,4200,71
2024-07-28,Galletitas,Alimentos,Mayorista,5000,3500,177
2024-07-28,Detergente,Limpieza,Almacen,7000,5000,95
2024-07-28,Arroz 1kg,Alimentos,Almacen,5500,4200,145
2024-07-28,Papel Higienico,Higiene,Supermercado,18000,13000,191
2024-07-28,Papel Higienico,Higiene,Almacen,18000,13000,133
2024-07-28,Aceite 900ml,Alimentos,Supermercado,12000,9500,165
2024-07-28,Arroz 1kg,Alimentos,Supermercado,5500,4200,187
2024-07-28,Aceite 900ml,Alimentos,Supermercado,12000,9500,195
2024-07-28,Detergente,Limpieza,Supermercado,7000,5000,115
2024-07-28,Shampoo,Higiene,Almacen,15000,11000,192
2024-07-28,Aceite 900ml,Alimentos,Supermercado,12000,9500,60
2024-07-28,Detergente,Limpieza,Supermercado,7000,5000,85
2024-07-29,Papel Higienico,Higiene,Almacen,18000,13000,181
2024-07-29,Arroz 1kg,Alimentos,Supermercado,5500,4200,39
2024-07-29,Arroz 1kg,Alimentos,Mayorista,5500,4200,69
2024-07-29,Arroz 1kg,Alimentos,Mayorista,5500,4200,141
2024-07-29,Shampoo,Higiene,Supermercado,15000,11000,44
2024-07-29,Aceite 900ml,Alimentos,Supermercado,12000,9500,39
2024-07-29,Papel Higienico,Higiene,Supermercado,18000,13000,46
2024-07-29,Aceite 900ml,Alimentos,Mayorista,12000,9500,72
2024-07-29,Lavandina,Limpieza,Supermercado,4500,3000,13
2024-07-30,Aceite 900ml,Alimentos,Supermercado,12000,9500,172
2024-07-30,Galletitas,Alimentos,Almacen,5000,3500,115
2024-07-30,Papel Higienico,Higiene,Almacen,18000,13000,199
2024-07-30,Galletitas,Alimentos,Supermercado,5000,3500,183
2024-07-30,Shampoo,Higiene,Mayorista,15000,11000,176
2024-07-30,Lavandina,Limpieza,Almacen,4500,3000,110
2024-07-31,Shampoo,Higiene,Supermercado,15000,11000,171
2024-07-31,Detergente,Limpieza,Mayorista,7000,5000,37
2024-07-31,Shampoo,Higiene,Almacen,15000,11000,98
2024-07-31,Detergente,Limpieza,Almacen,7000,5000,134
2024-07-31,Detergente,Limpieza,Supermercado,7000,5000,13
2024-07-31,Galletitas,Alimentos,Mayorista,5000,3500,30
2024-07-31,Shampoo,Higiene,Supermercado,15000,11000,25
2024-08-01,Lavandina,Limpieza,Almacen,4500,3000,38
2024-08-01,Detergente,Limpieza,Mayorista,7000,5000,146
2024-08-01,Galletitas,Alimentos,Mayorista,5000,3500,60
2024-08-01,Papel Higienico,Higiene,Supermercado,18000,13000,67
2024-08-01,Arroz 1kg,Alimentos,Mayorista,5500,4200,113
2024-08-01,Galletitas,Alimentos,Mayorista,5000,3500,35
2024-08-01,Shampoo,Higiene,Almacen,15000,11000,189
2024-08-01,Papel Higienico,Higiene,Supermercado,18000,13000,149
2024-08-01,Shampoo,Higiene,Supermercado,15000,11000,176
2024-08-02,Shampoo,Higiene,Mayorista,15000,11000,24
2024-08-02,Shampoo,Higiene,Almacen,15000,11000,84
2024-08-02,Arroz 1kg,Alimentos,Supermercado,5500,4200,115
2024-08-02,Galletitas,Alimentos,Almacen,5000,3500,50
2024-08-02,Arroz 1kg,Alimentos,Almacen,5500,4200,182
2024-08-03,Papel Higienico,Higiene,Supermercado,18000,13000,72
2024-08-03,Lavandina,Limpieza,Almacen,4500,3000,177
2024-08-03,Arroz 1kg,Alimentos,Almacen,5500,4200,41
2024-08-03,Arroz 1kg,Alimentos,Supermercado,5500,4200,56
2024-08-03,Galletitas,Alimentos,Almacen,5000,3500,39
2024-08-03,Galletitas,Alimentos,Almacen,5000,3500,40
2024-08-03,Shampoo,Higiene,Mayorista,15000,11000,116
2024-08-04,Lavandina,Limpieza,Almacen,4500,3000,98
2024-08-04,Aceite 900ml,Alimentos,Almacen,12000,9500,22
2024-08-04,Galletitas,Alimentos,Mayorista,5000,3500,175
2024-08-04,Papel Higienico,Higiene,Mayorista,18000,13000,67
2024-08-04,Papel Higienico,Higiene,Mayorista,18000,13000,145
2024-08-04,Galletitas,Alimentos,Supermercado,5000,3500,178
2024-08-04,Lavandina,Limpieza,Almacen,4500,3000,152
2024-08-04,Arroz 1kg,Alimentos,Almacen,5500,4200,10
2024-08-04,Arroz 1kg,Alimentos,Mayorista,5500,4200,47
2024-08-04,Shampoo,Higiene,Almacen,15000,11000,41
2024-08-04,Detergente,Limpieza,Supermercado,7000,5000,42
2024-08-05,Shampoo,Higiene,Almacen,15000,11000,10
2024-08-05,Arroz 1kg,Alimentos,Almacen,5500,4200,11
2024-08-05,Papel Higienico,Higiene,Mayorista,18000,13000,93
2024-08-05,Aceite 900ml,Alimentos,Supermercado,12000,9500,88
2024-08-05,Detergente,Limpieza,Supermercado,7000,5000,10
2024-08-05,Shampoo,Higiene,Almacen,15000,11000,164
2024-08-05,Detergente,Limpieza,Supermercado,7000,5000,198
2024-08-05,Aceite 900ml,Alimentos,Mayorista,12000,9500,186
2024-08-05,Detergente,Limpieza,Mayorista,7000,5000,75
2024-08-06,Papel Higienico,Higiene,Almacen,18000,13000,54
2024-08-06,Detergente,Limpieza,Supermercado,7000,5000,164
2024-08-06,Galletitas,Alimentos,Mayorista,5000,3500,18
2024-08-06,Lavandina,Limpieza,Supermercado,4500,3000,49
2024-08-06,Detergente,Limpieza,Mayorista,7000,5000,113
2024-08-06,Shampoo,Higiene,Mayorista,15000,11000,198
2024-08-07,Lavandina,Limpieza,Supermercado,4500,3000,37
2024-08-07,Papel Higienico,Higiene,Mayorista,18000,13000,12
2024-08-07,Shampoo,Higiene,Supermercado,15000,11000,48
2024-08-07,Papel Higienico,Higiene,Almacen,18000,13000,85
